,LR_prediction,NB_prediction,RF_prediction,TB_prediction,original_sentiment,vader_sentiment,tweet
3212,neutral,neutral,negative,neutral,neutral,neutral,World Cup 2022 - Group Stage  HALF TIME RESULTS: 🇶🇦Qatar 0 - 2 🇪🇨Ecuador  #WorldCupOnHITZ #WorldCup2022 #Qatar2022 https://t.co/zBh7mJh8ud
3213,neutral,neutral,negative,neutral,neutral,neutral,$WCI is reversing the token of the #WorldCup #WorldCup2022 is here &amp; now
3214,negative,positive,positive,positive,positive,positive,Y’all watching only the best WORLD Tournament in Sports History #FIFAWorldCup #FIFAWorldCup2022 #FIFAWorldCuponFOX  #WorldCup2022 #ECU Vs #Qat
3215,neutral,negative,neutral,neutral,neutral,neutral,Ecuador takes lead into the half-time. Qatar 🇶🇦 0-2 Ecuador 🇪🇨  #FIFAWorldCup #WorldCup2022 #SokaNiSisi #WorldCupMtaani https://t.co/lXl4BZfZ3v
3216,positive,negative,neutral,neutral,neutral,positive,"At it's #WorldCup2022  I'm reminded of the Aspire Dreams academy which has been seen as a positive of Qatar's campaign to be seen as an ‘advanced society’. Well, seven years ago I wrote a book about child trafficking…"
3217,positive,positive,neutral,positive,positive,positive,Welcome world cup 2022  Are you ready for Prediksi ??  #WorldCup #WorldCup2022 #QatarWorldCup2022 #Qatar #Ekuador #PialaDunia2022 #pialadunia #QatarWorldCup2022 #FIFAWorldCup
3218,neutral,positive,negative,neutral,neutral,neutral,"""You can't be a little pregnant."" - Alexi Lalas  Quality analysis. 😂  #WorldCup2022 https://t.co/duZTrUI22f"
3219,positive,neutral,neutral,negative,negative,neutral,"Qatar's team was in camp for Six Months, and could not complete Five passes at a goal in 45' minutes.  #FIFAWorldCup    #Qatar2022     #QATECU #WorldCup2022 https://t.co/MlGWelByri"
3220,neutral,negative,neutral,neutral,negative,neutral,I can't believe that ALL the goals in this World Cup have been scored by one player.   #WorldCup2022  #WorldCup
3221,positive,negative,neutral,positive,positive,positive,"One of the most beautiful things. ""People, We have created you from a male and a female, and made you into nations and tribes that you might know one another. The noblest of you before Allah is the most righteous of you. Allah is the Knower, the Aware."" #Qatar2022 #WorldCup2022 https://t.co/GyCtzqGZEz"
3222,neutral,negative,neutral,positive,positive,positive,"Creativity at its best @sudarsansand . Simply master craftsmanship, a creation which summarises #WorldCup2022 #FIFAWorldCup @FIFAWorldCup. Should be acknowledged by @FIFAWorldCup governing body. Truly inspirational for the championship &amp; players. Wonderful message from India. https://t.co/sWhPHTA3Ar"
3223,positive,positive,positive,negative,negative,neutral,These blokes can't even break his legs! 😭 #FIFAWorldCup #QatarWorldCup2022 #equador #Quatar2022 #WorldCup2022 https://t.co/kXNn7nMLsH
3224,positive,negative,neutral,neutral,neutral,positive,"Seems like @JioCinema goes with the tagline small is big, I meant the screen  #football #WorldCup2022 #JioCinema #india #Bangalore #cheers https://t.co/3vMEMNxnm2"
3225,positive,neutral,neutral,neutral,neutral,neutral,#Ecuador 2 #Qatar 0   Enner Valencia’s first half brace has given Ecuador full control of this one 🇪🇨  #WorldCup #WorldCup2022 #Soccer #futbol #FIFAWorldCup https://t.co/XARjnhV3zP
3226,neutral,neutral,neutral,neutral,neutral,neutral,"Hummus, ayran and tea for our halftime snack. #WorldCup2022 https://t.co/H9UQVdwX54"
3227,positive,negative,positive,positive,positive,positive,"Never knew about Jung Kook till tonight but well done, Sir! Shakira’s son? Well, I could see the resemblance 😁  #JungkookAtFIFAWorldCup #WorldCup #QatarWorldCup2022 #Qatar #WorldCup2022 #FIFA #FIFAWorldCup #DreamersbyJungkook #DreamerFifa2022 #السيسي #지구에서년지성아_환영해 https://t.co/0tHnbp6saX"
3228,positive,neutral,positive,positive,positive,positive,@Cristiano This is your #WorldCup2022 Cris let's go to get it. My support for you and your team. Enjoy to play soccer ⚽
3229,negative,negative,positive,positive,positive,negative,At least #BafanaBafana scored a notorious goal in our first match!  #WorldCup2022
3230,negative,negative,positive,positive,positive,positive,"Now, Qatar hosting the greatest show on earth and the best worldcup in a history.  What a wonderful opening..❤️ What a wonderful massage..😍  #FIFAWorldCup    #QatarWorldCup2022 #WorldCup2022 #FIFAWorldCup2022 #QatarWorldCup  #Qatar #FIFA #WorldCup #MorganFreeman https://t.co/5FBwFS5Ax0"
3231,neutral,negative,positive,negative,negative,positive,"@FIFAcom how can you give rights of @FIFAWorldCup #WorldCup2022 to movie OTT player like @JioCinema #JioCinema ! They can only sale phone connections. Surprise to see well established, proven broadcasting houses like @StarSportsIndia @espn @SonySportsNetwk were kept out."
3232,positive,neutral,positive,positive,positive,positive,Just. WOW 🤩🤩🤩  #JUNGKOOK @BTS_twt #Dreamers2022 #DreamersbyJungkook #FIFAKOOK #KOOTAR #WorldCup2022 https://t.co/LeEpqEs4dC
3233,negative,neutral,positive,neutral,neutral,negative,"Overall, exactly what I’ve expected from the opening match. Ecuador overmatching and overpowering Qatar. One team knows what it takes. The other scared and passive trying to feel it out. Will the second half be the same? #QatarWorldCup2022 #WorldCup2022 #QatarvsEcuador"
3234,neutral,negative,positive,positive,positive,neutral,"In case you didn’t notice America, @FIFAworldcup has begun! Ecuador scores first goal over host Qatar in 1st match! #WorldCup2022 https://t.co/spyxKRy4hJ"
3235,neutral,positive,neutral,positive,positive,positive,Argentina vs portugal in final is great but this is my prediction 😵‍💫😵‍💫😵‍💫 This will be the best comeback for ronaldo for sure😵‍💫😵‍💫😵‍💫  #QatarWorldCup2022 #FIFAWorldCup #WorldCup2022  #Portugal #Argentina #Ronaldo #Messi #Prediction https://t.co/Xb7swvLJe0
3236,neutral,neutral,neutral,neutral,neutral,neutral,Raising the Palestinian flag at Al-Bayt Stadium during the start of the #WorldCup2022 #RaisePalestineFlag 🇶🇦🇵🇸 https://t.co/VSP9lRk0fs
3237,negative,positive,positive,positive,positive,positive,Exciting game so far!! #soccerpinnipeds #worldcup2022 https://t.co/lVisRqXtR7
3238,positive,neutral,positive,positive,positive,positive,Found this great Mastercard Ad from #usa94worldcup @Mastercard you can DM me for my creative director royalty… There are some things money can’t buy (like the World Cup 22’ bid in Qatar 😎) For everything else there’s @Mastercard #worldcup2022 #qatar2022  Let the games begin ⚽️ https://t.co/ffeTICGjXa
3239,neutral,neutral,neutral,neutral,positive,neutral,"@JioCinema #WorldCup streaming fix.  Change the camera view to ""Extended Stadium Feed"", it should work!  #FIFAWorldCup    #WorldCup2022"
3240,neutral,positive,neutral,positive,positive,positive,"Apologies in advance for the likely increase in football (soccer ⚽️) content on my Twitter - the World Cup is my favorite sporting event 🤍🖤  Rooting for 🇨🇭🇮🇩🇺🇸 - anyone else following? If so, who are you rooting for?! #WorldCup2022"
3241,positive,negative,positive,neutral,neutral,neutral,An eventful first half has ended with Qatar trailing by two goals.  Check out our live blog for more updates  #Qatar2022 #WorldCup2022   https://t.co/A5KgqKZuT2
3242,positive,positive,positive,neutral,neutral,neutral,"⏱️   Half-time:  #Qatar 🇶🇦 0️⃣-2️⃣ 🇪🇨 #Ecuador   ⚽️⚽️ @EnnerValencia14 16 (Pen), 31’  🏟️ Al Bayt Stadium 🗣️ Daniele Orsato 🏆 @FIFAWorldCup   #Qatar2022 #QatarWorldCup2022 #QATECU #WorldCup2022   Is Qatar going to turn this score around?"
3243,neutral,negative,neutral,positive,positive,positive,Ashley Williams beard on the BBC........ definitely the highlight of the first half 😂 #WorldCup2022 https://t.co/SZgMtgpJyO
3244,neutral,neutral,positive,negative,negative,negative,Morgan Freeman fucked his own granddaughter.  Sorry... Sorry... accuracy is KEY.  Let me do this again:  Morgan Freeman fucked his own •step• granddaughter.  #WorldCup2022   #OpeningCeremonyWorldCup2022
3245,neutral,positive,negative,neutral,negative,positive,I’m just going to browse through the comments / memes for this sham World Cup they are more hilarious #QatarWorldCup2022 #WorldCup2022 https://t.co/gjXk2mf98n
3246,neutral,negative,neutral,negative,negative,positive,"6 months in camp but you cant make 5 complete passes, Qatar do better please #kanochaiwazhinji #WorldCup2022"
3247,positive,positive,negative,positive,positive,positive,DREAMERS BY JUNGKOOK IS A MASTERPIECE ✨💙 #FIFAWorldCup #QatarWorldCup2022 #WorldCup2022 #JungkookAtFIFAWorldCup #JUNGKOOKxFIFA #FIFAKOOK #JungkookInQatar #BTS #BTSHistoryMakers https://t.co/N2cKDpCmtN
3248,neutral,negative,neutral,negative,negative,negative,By far the WORST offside call I ever did done see… #ECUQAT #WorldCup2022
3249,neutral,positive,positive,negative,negative,neutral,Only reason they are there is because they are the host country. Only reason they are the host country is because of oil money and slave labor #FIFAWorldCup #Corrupt #Corruption #FIFA #WorldCup #WorldCup2022 https://t.co/BqApQnqX6k
3250,positive,negative,negative,neutral,positive,neutral,LET THE GAMES BEGIN ✅✅#WorldCup2022
3251,neutral,negative,positive,neutral,neutral,positive,Ecuador fan's need money 💸 to give Qatar a winning chance  #WorldCup2022  #Worlds2022 https://t.co/dGqblN1KTA
3252,positive,positive,positive,positive,neutral,negative,There is no commentator on earth that can match Peter Drury. @KBCChannel1  #WorldCup2022  #FIFAWorldCup  #Qatar2022
3253,positive,positive,negative,negative,negative,negative,SA is MUCH better and should beat Mexico in the opening 12 years ago.  Qatar is by far (first 45 minutes) the worst (performed) #FIFAWorldCup host ever. #WorldCup2022 https://t.co/KvA7VVrrJN
3254,neutral,neutral,positive,neutral,neutral,neutral,"Tomorrow @KRFMoore is set to feature for Wales against the USA - here's a look back at his brief, but prolific, loan spell with #tufc in the 2016-17 season. https://t.co/MNqLskNzPF #WALES #WorldCup2022"
3255,positive,negative,negative,positive,positive,positive,"Fun fact, Enner Valencia is the first player in World Cup history to score the first 2 goals of a World Cup! #WorldCup #WorldCup2022 #Mundial2022 #MundialQatar2022"
3256,negative,negative,positive,positive,positive,positive,"Alex Scott is outstanding! So much insight, enthusiasm and shares her knowledge concisely and passionately.  I hope @AlexScott does as many #WorldCup2022 games as possible. She's the best pundit I can think of.  @BBCSport #MOTD #QATECU #WorldCup #BBCFootball"
3257,neutral,positive,negative,neutral,negative,negative,They can tell each other stories but absolutely no World Cup since has surpassed #SouthAfrica2010 . We don't praise ourselves enough because we are always angry at something but 2010 was us and we did that. Now look at them ALL try match it #QatarWorldCup2022 #WorldCup2022 https://t.co/nCWFup7ZMv
3258,neutral,negative,negative,neutral,neutral,neutral,Ecuador 🇪🇨 vs. Qatar 🇶🇦! #WorldCup2022 opening match
3259,positive,negative,negative,neutral,neutral,positive,Bank Builder   Over 0.5 FHG  2.6 Odds   Lets see if they're strikers have warmed up!  #FootyTips #Tipster #WorldCup2022 https://t.co/n09EjhGBgP
3260,neutral,positive,positive,neutral,neutral,neutral,When the Prince catches the Qatari players at Full Time #WorldCup2022 https://t.co/dxr73q8bmv
3261,positive,positive,negative,neutral,neutral,neutral,@lawrencekitema @Benawamalines1 Tukimaliza #WorldCup2022 we shall go back to simping #ManchesterUnited
3262,neutral,positive,neutral,neutral,neutral,positive,Does Qatar deserve to play in the #WorldCup2022   ?
3263,negative,negative,negative,neutral,neutral,neutral,This #Qatar coach interview after the game against #Ecuador #WorldCup2022 #QatarWorldCup2022 https://t.co/9aIsJzjZp2
3264,negative,negative,neutral,neutral,neutral,positive,"Infantino feels gay, that escalated quickly though lol. #WorldCup2022 #Qatar2022 https://t.co/UPOMzsuLQu"
3265,neutral,negative,positive,negative,negative,negative,@SSFootball #Qatar went down in the first half as if nothing happened in their camp over the last 6 months. No shots on goal and their passes were disorganised.  #SSFootball  #WorldCup2022 #QatarvsEcuador
3266,negative,neutral,neutral,positive,positive,positive,"Can we please talk about how calm, cool and smooth that Valencia Pen was !?   #EcuadorvsQatar #WorldCup2022"
3267,neutral,negative,negative,positive,positive,positive,I’m gonna be ok with the VAR as long as it is applied to everyone who is playing in this #WorldCup2022! #EcuadorvsQatar
3268,negative,positive,neutral,negative,negative,positive,#WorldCup2022 #QATEQU @BBCSport presenters moaning while their snouts are in the trough - don’t like it? Come home and give your fee back.
3269,neutral,positive,positive,positive,positive,positive,I'm hoping to win a Mexico shirt from the @OnThePlane_2022 World Cup Quiz. You can enter at https://t.co/DpXHikS5FV #OnThePlane2022 #ontheplane #worldcup2022 #wc2022 #qatar2022 For someone with little knowledge of football I'm pleased! One for @Woodhouse_72 :) props to @mattpowl
3270,positive,negative,positive,positive,positive,positive,The greatest opening ceremony of all time   #WorldCup  #WorldCup2022 #QatarWorldCup2022  #QatarEcuador
3271,neutral,negative,positive,negative,negative,neutral,@rte analysis of #WorldCup2022 looks totally daft. Can they not afford 4 X chairs in that place considering the amount of money they usually squander on second rate hosts. @rteliveline ?
3272,negative,neutral,negative,negative,negative,negative,#Byjus ad at #WorldCup2022 . That's some serious money being burnt.
3273,neutral,negative,negative,negative,negative,negative,Watching the #WorldCup2022 and all I see is a total sausage fest in the stands.  No beer and no hotties in the stands.  Why even? 😂
3274,positive,positive,positive,neutral,neutral,positive,"Truth isn’t intellectualized ,it can only be experienced.If you want to find the truth look beyond the words and search for that feeling . #truth #WorldCup2022"
3275,positive,positive,neutral,positive,positive,positive,A moment when words fail. You are the embodiment of perfection jk. I am very proud. 💜✨👑 #DreamersbyJungkook  #Dreamers2022  #지구에서년지성아_환영해  #WorldCup2022 https://t.co/TXdAdFlEea
3276,neutral,positive,neutral,negative,negative,negative,"@UKLabour Fake country, fake people, fake #WorldCup2022"
3277,negative,positive,neutral,negative,negative,positive,"The whole world is seeing that Qatar is trying to beg, borrow or steal a win in the #WorldCup2022"
3278,positive,positive,negative,neutral,neutral,neutral,#FIFAWorldCup - #Ecuador captain Valencia scores the opening goal of #FIFAWorldCup2022 against hosts Qatar.   Ecuador lead 2-0 against #Qatar going into half time. Captain #EnnerValencia scored both goals for Ecuador.  #WorldCup2022 #FIFA #EcuadorvsQatar #QatarWorldCup2022
